pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
P-000640,12.968263,77.587258,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0015
P-000641,12.968589,77.587278,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0016
P-000642,12.968814,77.587361,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0017
P-000643,12.968988,77.587512,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0018
P-000644,12.969171,77.587692,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0019
P-000645,12.969296,77.587841,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0020
P-000646,12.96938,77.587972,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0021
P-000647,12.969492,77.588164,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0022
P-000648,12.969664,77.588442,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,KSPDB-SD01-D-0006-0023
P-000649,12.96971,77.588662,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,
P-000650,12.969751,77.588803,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0025
P-000651,12.969736,77.589127,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0026
P-000652,12.969742,77.58942,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0027
P-000653,12.969705,77.589602,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0028
P-000654,12.969729,77.589809,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0029
P-000655,12.969808,77.589978,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0030
P-000656,12.965182,77.588383,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0031
P-000657,12.96547,77.588337,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0032
P-000658,12.965683,77.588266,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0033
P-000659,12.965888,77.588244,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,
P-000660,12.966127,77.58826,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,
P-000661,12.966331,77.588249,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,
P-000662,12.966663,77.58827,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,
P-000663,12.966977,77.588298,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0038
P-000664,12.967282,77.58827,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0039
P-000665,12.967462,77.588279,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0040
P-000666,12.967604,77.588309,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0041
P-000667,12.967904,77.588282,F-01-02,D-0006,,,LT-8m-Steel,W-003,,
P-000668,12.968152,77.58836,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,KSPDB-SD01-D-0006-0043
P-000669,12.96844,77.58843,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0044
P-000670,12.968605,77.588501,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0045
P-000671,12.96882,77.588655,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0046
P-000672,12.968998,77.588848,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0047
P-000673,12.969186,77.588944,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0048
P-000674,12.969423,77.589006,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,
P-000675,12.969723,77.589028,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,KSPDB-SD01-D-0006-0050
P-000676,12.970021,77.589059,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0051
P-000677,12.970183,77.589096,F-01-02,D-0006,,,LT-9m-PCC,W-003,560034,KSPDB-SD01-D-0006-0052
P-000678,12.970356,77.589129,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,KSPDB-SD01-D-0006-0053
P-000679,12.970711,77.589082,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,KSPDB-SD01-D-0006-0054
P-000680,12.970933,77.588959,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0055
P-000681,12.971042,77.588851,F-01-02,D-0006,,,LT-9m-PCC,W-003,,KSPDB-SD01-D-0006-0056
P-000682,12.971118,77.588724,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0057
P-000683,12.971252,77.588625,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,KSPDB-SD01-D-0006-0058
P-000684,12.971364,77.588522,F-01-02,D-0006,,,LT-8m-Steel,W-003,560034,KSPDB-SD01-D-0006-0059
P-000685,12.97153,77.58844,F-01-02,D-0006,,,LT-8m-PCC,W-003,560034,KSPDB-SD01-D-0006-0060
P-000686,12.971665,77.588378,F-01-02,D-0006,,,LT-9m-Steel,W-003,560034,KSPDB-SD01-D-0006-0061
P-000687,12.96671,77.579261,F-01-02,D-0007,1,,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0001
P-000688,12.966658,77.579471,F-01-02,D-0007,2,P-000687,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0002
P-000689,12.966647,77.57983,F-01-02,D-0007,3,P-000688,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0003
P-000690,12.966611,77.580144,F-01-02,D-0007,4,P-000689,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0004
P-000691,12.966519,77.580322,F-01-02,D-0007,5,P-000690,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0005
P-000692,12.966495,77.580572,F-01-02,D-0007,6,P-000691,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0006
P-000693,12.966422,77.580919,F-01-02,D-0007,7,P-000692,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0007
P-000694,12.966346,77.581203,F-01-02,D-0007,8,P-000693,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0008
P-000695,12.966325,77.58136,F-01-02,D-0007,9,P-000694,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0009
P-000696,12.966311,77.581682,F-01-02,D-0007,10,P-000695,LT-8m-PCC,W-039,560034,
P-000697,12.966331,77.581838,F-01-02,D-0007,11,P-000696,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0011
P-000698,12.966287,77.582137,F-01-02,D-0007,12,P-000697,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0012
P-000699,12.966274,77.582445,F-01-02,D-0007,13,P-000698,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0013
P-000700,12.966244,77.582605,F-01-02,D-0007,14,P-000699,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0014
P-000701,12.966131,77.582779,F-01-02,D-0007,15,P-000700,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0015
P-000702,12.966006,77.582933,F-01-02,D-0007,16,P-000701,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0016
P-000703,12.965858,77.583032,F-01-02,D-0007,17,P-000702,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0017
P-000704,12.965635,77.583169,F-01-02,D-0007,18,P-000703,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0018
P-000705,12.96551,77.583234,F-01-02,D-0007,19,P-000704,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0019
P-000706,12.965363,77.583288,F-01-02,D-0007,20,P-000705,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0020
P-000707,12.965175,77.583376,F-01-02,D-0007,21,P-000706,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0021
P-000708,12.964985,77.583444,F-01-02,D-0007,22,P-000707,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0022
P-000709,12.964836,77.583482,F-01-02,D-0007,23,P-000708,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0023
P-000710,12.964551,77.583668,F-01-02,D-0007,24,P-000709,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0024
P-000711,12.964397,77.583888,F-01-02,D-0007,25,P-000710,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0025
P-000712,12.964227,77.584031,F-01-02,D-0007,26,P-000711,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0026
P-000713,12.96404,77.584111,F-01-02,D-0007,27,P-000712,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0027
P-000714,12.963902,77.584169,F-01-02,D-0007,28,P-000713,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0028
P-000715,12.963686,77.584247,F-01-02,D-0007,29,P-000714,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0029
P-000716,12.963542,77.584297,F-01-02,D-0007,30,P-000715,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0030
P-000717,12.963353,77.584321,F-01-02,D-0007,31,P-000716,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0031
P-000718,12.963092,77.584383,F-01-02,D-0007,32,P-000717,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0032
P-000719,12.962933,77.58438,F-01-02,D-0007,33,P-000718,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0033
P-000720,12.962591,77.584318,F-01-02,D-0007,34,P-000719,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0034
P-000721,12.962329,77.584233,F-01-02,D-0007,35,P-000720,LT-8m-PCC,W-039,,KSPDB-SD01-D-0007-0035
P-000722,12.962121,77.584219,F-01-02,D-0007,36,P-000721,LT-9m-PCC,W-039,560034,
P-000723,12.961809,77.584156,F-01-02,D-0007,37,P-000722,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0037
P-000724,12.961457,77.584189,F-01-02,D-0007,38,P-000723,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0038
P-000725,12.961255,77.584147,F-01-02,D-0007,39,P-000724,LT-9m-PCC,W-039,,KSPDB-SD01-D-0007-0039
P-000726,12.961077,77.584176,F-01-02,D-0007,40,P-000725,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0040
P-000727,12.960726,77.584179,F-01-02,D-0007,41,P-000726,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0041
P-000728,12.96054,77.584256,F-01-02,D-0007,42,P-000727,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0042
P-000729,12.96033,77.584385,F-01-02,D-0007,43,P-000728,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0043
P-000730,12.960174,77.584495,F-01-02,D-0007,44,P-000729,LT-9m-Steel,W-039,560034,KSPDB-SD01-D-0007-0044
P-000731,12.959895,77.584652,F-01-02,D-0007,45,P-000730,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0045
P-000732,12.959748,77.584718,F-01-02,D-0007,46,P-000731,LT-8m-Steel,W-039,560034,KSPDB-SD01-D-0007-0046
P-000733,12.959509,77.584842,F-01-02,D-0007,47,P-000732,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0047
P-000734,12.959257,77.584984,F-01-02,D-0007,48,P-000733,LT-9m-Steel,W-039,560034,
P-000735,12.958959,77.585169,F-01-02,D-0007,49,P-000734,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0049
P-000736,12.958703,77.585317,F-01-02,D-0007,50,P-000735,LT-9m-PCC,W-039,560034,KSPDB-SD01-D-0007-0050
P-000737,12.958523,77.585409,F-01-02,D-0007,51,P-000736,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0051
P-000738,12.958264,77.585599,F-01-02,D-0007,52,P-000737,LT-8m-PCC,W-039,560034,KSPDB-SD01-D-0007-0052
P-000739,12.958115,77.585774,F-01-02,D-0007,53,P-000738,LT-9m-Steel,W-039,560034,
P-000740,12.963382,77.583208,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0001
P-000741,12.963363,77.582964,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0002
P-000742,12.963275,77.582695,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0003
P-000743,12.963256,77.582406,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0004
P-000744,12.963259,77.582098,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0005
P-000745,12.963191,77.581866,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0006
P-000746,12.963159,77.581731,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0007
P-000747,12.963158,77.581528,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0008
P-000748,12.963104,77.581211,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0009
P-000749,12.963031,77.580898,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0010
P-000750,12.962975,77.580683,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0011
P-000751,12.962972,77.580518,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0012
P-000752,12.962933,77.58027,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0013
P-000753,12.962829,77.580089,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0014
P-000754,12.962734,77.579882,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,
P-000755,12.962706,77.579664,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0016
P-000756,12.962689,77.579487,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0017
P-000757,12.962615,77.579173,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0018
P-000758,12.96247,77.578943,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0019
P-000759,12.962336,77.578783,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0020
P-000760,12.962259,77.578638,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0021
P-000761,12.962194,77.578481,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0022
P-000762,12.962112,77.578219,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0023
P-000763,12.962029,77.577999,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0024
P-000764,12.961939,77.577753,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0025
P-000765,12.961719,77.577483,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0026
P-000766,12.961646,77.577322,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0027
P-000767,12.9616,77.577147,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0028
P-000768,12.96146,77.576906,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0029
P-000769,12.961202,77.576665,F-01-02,D-0008,,,LT-9m-Steel,W-066,,
P-000770,12.961072,77.576539,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0031
P-000771,12.963541,77.583229,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0032
P-000772,12.963711,77.582982,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0033
P-000773,12.963816,77.582842,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0034
P-000774,12.963995,77.582578,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0035
P-000775,12.964099,77.582479,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0036
P-000776,12.964272,77.582377,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0037
P-000777,12.964465,77.582195,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0038
P-000778,12.964605,77.581988,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0039
P-000779,12.964753,77.581765,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0040
P-000780,12.964935,77.581578,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0041
P-000781,12.965033,77.581335,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0042
P-000782,12.965089,77.581027,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0043
P-000783,12.965131,77.580843,F-01-02,D-0008,,,LT-9m-PCC,W-066,,KSPDB-SD01-D-0008-0044
P-000784,12.965218,77.580548,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0045
P-000785,12.96525,77.580356,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0046
P-000786,12.965232,77.580211,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0047
P-000787,12.965251,77.579875,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0048
P-000788,12.965377,77.579563,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0049
P-000789,12.96558,77.579313,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0050
P-000790,12.96582,77.579128,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0051
P-000791,12.96605,77.578888,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0052
P-000792,12.966197,77.578705,F-01-02,D-0008,,,LT-9m-PCC,W-066,560034,KSPDB-SD01-D-0008-0053
P-000793,12.966372,77.578441,F-01-02,D-0008,,,LT-8m-PCC,W-066,560034,KSPDB-SD01-D-0008-0054
P-000794,12.966478,77.578136,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0055
P-000795,12.966551,77.577886,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0056
P-000796,12.966587,77.577713,F-01-02,D-0008,,,LT-9m-Steel,W-066,560034,KSPDB-SD01-D-0008-0057
P-000797,12.966553,77.57751,F-01-02,D-0008,,,LT-8m-Steel,W-066,560034,KSPDB-SD01-D-0008-0058
P-000798,12.958639,77.587822,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,
P-000799,12.958389,77.587976,F-01-02,D-0009,,,LT-9m-Steel,W-111,560034,
P-000800,12.958122,77.58807,F-01-02,D-0009,,,LT-8m-Steel,W-111,560034,KSPDB-SD01-D-0009-0003
P-000801,12.958003,77.588136,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,KSPDB-SD01-D-0009-0004
P-000802,12.957857,77.588213,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0005
P-000803,12.957579,77.588288,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0006
P-000804,12.95729,77.588247,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0007
P-000805,12.956936,77.58829,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0008
P-000806,12.956772,77.588299,F-01-02,D-0009,,,LT-9m-Steel,W-111,560034,KSPDB-SD01-D-0009-0009
P-000807,12.95656,77.588235,F-01-02,D-0009,,,LT-8m-Steel,W-111,560034,KSPDB-SD01-D-0009-0010
P-000808,12.956404,77.588218,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0011
P-000809,12.956082,77.588132,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0012
P-000810,12.955818,77.587969,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,KSPDB-SD01-D-0009-0013
P-000811,12.955662,77.587912,F-01-02,D-0009,,,LT-9m-Steel,W-111,560034,KSPDB-SD01-D-0009-0014
P-000812,12.955496,77.587921,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,KSPDB-SD01-D-0009-0015
P-000813,12.95536,77.587932,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,KSPDB-SD01-D-0009-0016
P-000814,12.95513,77.587979,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,
P-000815,12.954874,77.588083,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0018
P-000816,12.954648,77.588106,F-01-02,D-0009,,,LT-8m-Steel,W-111,560034,KSPDB-SD01-D-0009-0019
P-000817,12.95433,77.588187,F-01-02,D-0009,,,LT-9m-Steel,W-111,560034,KSPDB-SD01-D-0009-0020
P-000818,12.954173,77.588174,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,
P-000819,12.953908,77.588206,F-01-02,D-0009,,,LT-9m-Steel,W-111,560034,KSPDB-SD01-D-0009-0022
P-000820,12.953557,77.588215,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0023
P-000821,12.953392,77.588194,F-01-02,D-0009,,,LT-8m-Steel,W-111,560034,KSPDB-SD01-D-0009-0024
P-000822,12.953245,77.588147,F-01-02,D-0009,,,LT-8m-Steel,W-111,560034,KSPDB-SD01-D-0009-0025
P-000823,12.952985,77.588076,F-01-02,D-0009,,,LT-9m-Steel,W-111,560034,KSPDB-SD01-D-0009-0026
P-000824,12.95268,77.588021,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,KSPDB-SD01-D-0009-0027
P-000825,12.952355,77.588014,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0028
P-000826,12.952153,77.588036,F-01-02,D-0009,,,LT-9m-Steel,W-111,560034,KSPDB-SD01-D-0009-0029
P-000827,12.951906,77.588067,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,
P-000828,12.951715,77.588131,F-01-02,D-0009,,,LT-8m-Steel,W-111,560034,KSPDB-SD01-D-0009-0031
P-000829,12.951379,77.588118,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0032
P-000830,12.951146,77.588199,F-01-02,D-0009,,,LT-8m-Steel,W-111,560034,KSPDB-SD01-D-0009-0033
P-000831,12.950899,77.588203,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0034
P-000832,12.950646,77.588226,F-01-02,D-0009,,,LT-8m-PCC,W-111,560034,KSPDB-SD01-D-0009-0035
P-000833,12.950329,77.588393,F-01-02,D-0009,,,LT-9m-PCC,W-111,560034,KSPDB-SD01-D-0009-0036
P-000834,12.964251,77.578627,F-01-02,D-0010,1,,LT-8m-Steel,W-070,560034,KSPDB-SD01-D-0010-0001
P-000835,12.963987,77.578459,F-01-02,D-0010,2,P-000834,LT-8m-Steel,W-070,560034,KSPDB-SD01-D-0010-0002
P-000836,12.963827,77.578393,F-01-02,D-0010,3,P-000835,LT-9m-PCC,W-070,560034,KSPDB-SD01-D-0010-0003
P-000837,12.963585,77.578194,F-01-02,D-0010,4,P-000836,LT-8m-PCC,W-070,560034,KSPDB-SD01-D-0010-0004
P-000838,12.963368,77.577934,F-01-02,D-0010,5,P-000837,LT-9m-PCC,W-070,560034,KSPDB-SD01-D-0010-0005
P-000839,12.963255,77.577847,F-01-02,D-0010,6,P-000838,LT-8m-Steel,W-070,560034,KSPDB-SD01-D-0010-0006
P-000840,12.963075,77.577769,F-01-02,D-0010,7,P-000839,LT-9m-Steel,W-070,560034,KSPDB-SD01-D-0010-0007
P-000841,12.962859,77.577563,F-01-02,D-0010,8,P-000840,LT-9m-PCC,W-070,560034,KSPDB-SD01-D-0010-0008
P-000842,12.962741,77.577464,F-01-02,D-0010,9,P-000841,LT-9m-Steel,W-070,560034,KSPDB-SD01-D-0010-0009
P-000843,12.96258,77.577318,F-01-02,D-0010,10,P-000842,LT-9m-PCC,W-070,560034,KSPDB-SD01-D-0010-0010
P-000844,12.962383,77.57714,F-01-02,D-0010,11,P-000843,LT-8m-PCC,W-070,560034,KSPDB-SD01-D-0010-0011
P-000845,12.964128,77.578203,F-01-02,D-0010,1,P-000835,LT-9m-Steel,W-070,560034,KSPDB-SD01-D-0010-0012
P-000846,12.964349,77.577993,F-01-02,D-0010,2,P-000845,LT-9m-PCC,W-070,560034,KSPDB-SD01-D-0010-0013
P-000847,12.964657,77.577878,F-01-02,D-0010,3,P-000846,LT-8m-Steel,W-070,560034,KSPDB-SD01-D-0010-0014
P-000848,12.964802,77.577884,F-01-02,D-0010,4,P-000847,LT-8m-Steel,W-070,560034,KSPDB-SD01-D-0010-0015
P-000849,12.96514,77.577937,F-01-02,D-0010,5,P-000848,LT-8m-PCC,W-070,560034,KSPDB-SD01-D-0010-0016
P-000850,12.965462,77.578079,F-01-02,D-0010,6,P-000849,LT-8m-PCC,W-070,560034,KSPDB-SD01-D-0010-0017
P-000851,12.965686,77.578306,F-01-02,D-0010,7,P-000850,LT-9m-PCC,W-070,560034,KSPDB-SD01-D-0010-0018
P-000852,12.965918,77.578471,F-01-02,D-0010,8,P-000851,LT-8m-Steel,W-070,560034,KSPDB-SD01-D-0010-0019
P-000853,12.966046,77.578615,F-01-02,D-0010,9,P-000852,LT-9m-Steel,W-070,560034,KSPDB-SD01-D-0010-0020
P-000854,12.966228,77.578716,F-01-02,D-0010,10,P-000853,LT-9m-PCC,W-070,560034,KSPDB-SD01-D-0010-0021
P-000855,12.966484,77.578778,F-01-02,D-0010,11,P-000854,LT-9m-PCC,W-070,560034,KSPDB-SD01-D-0010-0022
P-000856,12.96673,77.578929,F-01-02,D-0010,12,P-000855,LT-8m-Steel,W-070,560034,
P-000857,12.966845,77.579077,F-01-02,D-0010,13,P-000856,LT-8m-PCC,W-070,560034,KSPDB-SD01-D-0010-0024
P-000858,12.966937,77.579192,F-01-02,D-0010,14,P-000857,LT-9m-Steel,W-070,560034,KSPDB-SD01-D-0010-0025
P-000859,12.967127,77.579471,F-01-02,D-0010,15,P-000858,LT-8m-PCC,W-070,560034,KSPDB-SD01-D-0010-0026
